technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,geo_id_cg_api,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode,elevation
4G_LTE,-107,2147483647,-107,-20,-77,2147483647,33,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191269312,5552.012260851,2024-08-20 18:01:09.312000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191270313,5553.014454236,2024-08-20 18:01:10.313000,-113.6325782415926,36.98652613232064,804.7872587776396,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.3622436523438
4G_LTE,-107,2147483647,-107,-20,-77,2147483647,33,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191270313,5553.014454236,2024-08-20 18:01:10.313000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191270313,5553.014454236,2024-08-20 18:01:10.313000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-107,2147483647,-107,-20,-77,2147483647,33,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191270313,5553.014454236,2024-08-20 18:01:10.313000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-101,2147483647,-101,-11,-73,2147483647,39,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191271312,5554.013907308,2024-08-20 18:01:11.312000,-113.63253705499272,36.98654372637208,804.7710658977029,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.4949340820312
4G_LTE,-107,2147483647,-107,-20,-77,2147483647,33,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191271312,5554.013907308,2024-08-20 18:01:11.312000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-101,2147483647,-101,-11,-73,2147483647,39,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191271312,5554.013907308,2024-08-20 18:01:11.312000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-107,2147483647,-107,-20,-77,2147483647,33,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191271312,5554.013907308,2024-08-20 18:01:11.312000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-101,2147483647,-101,-11,-73,2147483647,39,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191272319,5555.020453454,2024-08-20 18:01:12.319000,-113.63247607268409,36.98656977673502,804.747090157902,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.698486328125
4G_LTE,-107,2147483647,-107,-20,-77,2147483647,33,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191272319,5555.020453454,2024-08-20 18:01:12.319000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-101,2147483647,-101,-11,-73,2147483647,39,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191272319,5555.020453454,2024-08-20 18:01:12.319000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-107,2147483647,-107,-20,-77,2147483647,33,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191272319,5555.020453454,2024-08-20 18:01:12.319000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191273320,5556.021330849,2024-08-20 18:01:13.320000,-113.63239006375174,36.986606517946576,804.7132749772625,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6159057617188
4G_LTE,-115,2147483647,-115,-20,-85,2147483647,25,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191273320,5556.021330849,2024-08-20 18:01:13.320000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-115,2147483647,-115,-20,-85,2147483647,25,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191273320,5556.021330849,2024-08-20 18:01:13.320000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191273320,5556.021330849,2024-08-20 18:01:13.320000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-115,2147483647,-115,-20,-85,2147483647,25,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191274320,5557.021715745,2024-08-20 18:01:14.320000,-113.63224470439192,36.98666861241569,804.656125645482,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,853.832763671875
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191274320,5557.021715745,2024-08-20 18:01:14.320000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,78,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191274320,5557.021715745,2024-08-20 18:01:14.320000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-115,2147483647,-115,-20,-85,2147483647,25,66961,442,78,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191274320,5557.021715745,2024-08-20 18:01:14.320000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,77,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191275333,5558.03446788,2024-08-20 18:01:15.333000,-113.63194296205349,36.98679751041259,804.537492947656,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.305908203125
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,77,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191275333,5558.03446788,2024-08-20 18:01:15.333000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-115,2147483647,-115,-20,-81,2147483647,25,66961,442,77,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191275333,5558.03446788,2024-08-20 18:01:15.333000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-112,2147483647,-112,-19,-81,2147483647,28,66961,31,77,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191275333,5558.03446788,2024-08-20 18:01:15.333000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-112,2147483647,-112,-19,-81,2147483647,28,66961,31,77,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191275333,5558.03446788,2024-08-20 18:01:15.333000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-115,2147483647,-115,-20,-81,2147483647,25,66961,442,77,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191275333,5558.03446788,2024-08-20 18:01:15.333000,-113.6328295,36.9864188,804.88604326667,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,854.6172485351562
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,77,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191276334,5559.035505588,2024-08-20 18:01:16.334000,-113.6310669260372,36.98717173462089,804.1930715564093,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.9937744140625
4G_LTE,-115,2147483647,-115,-20,-81,2147483647,25,66961,442,77,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191276334,5559.035505588,2024-08-20 18:01:16.334000,-113.6310669260372,36.98717173462089,804.1930715564093,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.9937744140625
4G_LTE,-112,2147483647,-112,-19,-81,2147483647,28,66961,31,77,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191276334,5559.035505588,2024-08-20 18:01:16.334000,-113.6310669260372,36.98717173462089,804.1930715564093,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.9937744140625
4G_LTE,-112,2147483647,-112,-19,-81,2147483647,28,66961,31,77,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191276334,5559.035505588,2024-08-20 18:01:16.334000,-113.6310669260372,36.98717173462089,804.1930715564093,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.9937744140625
4G_LTE,-115,2147483647,-115,-20,-81,2147483647,25,66961,442,77,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191276334,5559.035505588,2024-08-20 18:01:16.334000,-113.6310669260372,36.98717173462089,804.1930715564093,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.9937744140625
4G_LTE,-104,2147483647,-104,-13,-69,2147483647,36,66961,424,77,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191276334,5559.035505588,2024-08-20 18:01:16.334000,-113.6310669260372,36.98717173462089,804.1930715564093,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.9937744140625
4G_LTE,-111,2147483647,-111,-20,-81,2147483647,29,66961,442,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191277336,5560.037083348,2024-08-20 18:01:17.336000,-113.62927756523604,36.98793611201717,803.4895683611903,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.4132690429688
4G_LTE,-105,2147483647,-105,-14,-69,2147483647,35,66961,424,76,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191277336,5560.037083348,2024-08-20 18:01:17.336000,-113.62927756523604,36.98793611201717,803.4895683611903,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.4132690429688
4G_LTE,-112,2147483647,-112,-18,-83,2147483647,28,66961,268,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191277336,5560.037083348,2024-08-20 18:01:17.336000,-113.62927756523604,36.98793611201717,803.4895683611903,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.4132690429688
4G_LTE,-112,2147483647,-112,-18,-83,2147483647,28,66961,268,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191277336,5560.037083348,2024-08-20 18:01:17.336000,-113.62927756523604,36.98793611201717,803.4895683611903,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.4132690429688
4G_LTE,-111,2147483647,-111,-17,-81,2147483647,29,66961,31,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191277336,5560.037083348,2024-08-20 18:01:17.336000,-113.62927756523604,36.98793611201717,803.4895683611903,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.4132690429688
4G_LTE,-111,2147483647,-111,-20,-81,2147483647,29,66961,442,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191277336,5560.037083348,2024-08-20 18:01:17.336000,-113.62927756523604,36.98793611201717,803.4895683611903,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.4132690429688
4G_LTE,-105,2147483647,-105,-14,-69,2147483647,35,66961,424,76,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191277336,5560.037083348,2024-08-20 18:01:17.336000,-113.62927756523604,36.98793611201717,803.4895683611903,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.4132690429688
4G_LTE,-111,2147483647,-111,-17,-81,2147483647,29,66961,31,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191277336,5560.037083348,2024-08-20 18:01:17.336000,-113.62927756523604,36.98793611201717,803.4895683611903,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.4132690429688
4G_LTE,-111,2147483647,-111,-17,-81,2147483647,29,66961,31,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191278339,5561.039881524,2024-08-20 18:01:18.339000,-113.6290847,36.9880185,803.41374166949,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.5081787109375
4G_LTE,-112,2147483647,-112,-18,-83,2147483647,28,66961,268,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191278339,5561.039881524,2024-08-20 18:01:18.339000,-113.6290847,36.9880185,803.41374166949,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.5081787109375
4G_LTE,-111,2147483647,-111,-17,-81,2147483647,29,66961,31,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191278339,5561.039881524,2024-08-20 18:01:18.339000,-113.6290847,36.9880185,803.41374166949,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.5081787109375
4G_LTE,-111,2147483647,-111,-20,-81,2147483647,29,66961,442,76,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724191278339,5561.039881524,2024-08-20 18:01:18.339000,-113.6290847,36.9880185,803.41374166949,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.5081787109375
4G_LTE,-105,2147483647,-105,-14,-69,2147483647,35,66961,424,76,116537529,39177,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724191278339,5561.039881524,2024-08-20 18:01:18.339000,-113.6290847,36.9880185,803.41374166949,AZ,4015950101.0,12306701704.0,40159501013052.0,400673.0,4015.0,Mohave County,40159501013052.0,0.77,3.0,49.238,34.619,145.0,153.0,221.0,22a,intermontane_plateaus,basin_and_range,great_basin,22.0,851.5081787109375
