fips,name,state,county
29186,Ste. Genevieve County,MO,ste. genevieve county
29187,St. Francois County,MO,st. francois county
29189,St. Louis County,MO,st. louis county
29195,Saline County,MO,saline county
29197,Schuyler County,MO,schuyler county
29199,Scotland County,MO,scotland county
29201,Scott County,MO,scott county
29203,Shannon County,MO,shannon county
29205,Shelby County,MO,shelby county
29207,Stoddard County,MO,stoddard county
29209,Stone County,MO,stone county
29211,Sullivan County,MO,sullivan county
29213,Taney County,MO,taney county
29215,Texas County,MO,texas county
29217,Vernon County,MO,vernon county
29219,Warren County,MO,warren county
29221,Washington County,MO,washington county
29223,Wayne County,MO,wayne county
29225,Webster County,MO,webster county
29227,Worth County,MO,worth county
29229,Wright County,MO,wright county
29510,St. Louis city,MO,st. louis city
30000,MONTANA,,montana
30001,Beaverhead County,MT,beaverhead county
30003,Big Horn County,MT,big horn county
30005,Blaine County,MT,blaine county
30007,Broadwater County,MT,broadwater county
30009,Carbon County,MT,carbon county
30011,Carter County,MT,carter county
30013,Cascade County,MT,cascade county
30015,Chouteau County,MT,chouteau county
30017,Custer County,MT,custer county
30019,Daniels County,MT,daniels county
30021,Dawson County,MT,dawson county
30023,Deer Lodge County,MT,deer lodge county
30025,Fallon County,MT,fallon county
30027,Fergus County,MT,fergus county
30029,Flathead County,MT,flathead county
30031,Gallatin County,MT,gallatin county
30033,Garfield County,MT,garfield county
30035,Glacier County,MT,glacier county
30037,Golden Valley County,MT,golden valley county
30039,Granite County,MT,granite county
30041,Hill County,MT,hill county
30043,Jefferson County,MT,jefferson county
30045,Judith Basin County,MT,judith basin county
30047,Lake County,MT,lake county
30049,Lewis and Clark County,MT,lewis and clark county
30051,Liberty County,MT,liberty county
30053,Lincoln County,MT,lincoln county
30055,McCone County,MT,mccone county
30057,Madison County,MT,madison county
30059,Meagher County,MT,meagher county
30061,Mineral County,MT,mineral county
30063,Missoula County,MT,missoula county
30065,Musselshell County,MT,musselshell county
30067,Park County,MT,park county
30069,Petroleum County,MT,petroleum county
30071,Phillips County,MT,phillips county
30073,Pondera County,MT,pondera county
30075,Powder River County,MT,powder river county
30077,Powell County,MT,powell county
30079,Prairie County,MT,prairie county
30081,Ravalli County,MT,ravalli county
30083,Richland County,MT,richland county
30085,Roosevelt County,MT,roosevelt county
30087,Rosebud County,MT,rosebud county
30089,Sanders County,MT,sanders county
30091,Sheridan County,MT,sheridan county
30093,Silver Bow County,MT,silver bow county
30095,Stillwater County,MT,stillwater county
30097,Sweet Grass County,MT,sweet grass county
30099,Teton County,MT,teton county
30101,Toole County,MT,toole county
30103,Treasure County,MT,treasure county
30105,Valley County,MT,valley county
30107,Wheatland County,MT,wheatland county
30109,Wibaux County,MT,wibaux county
30111,Yellowstone County,MT,yellowstone county
31000,NEBRASKA,,nebraska
31001,Adams County,NE,adams county
31003,Antelope County,NE,antelope county
31005,Arthur County,NE,arthur county
31007,Banner County,NE,banner county
31009,Blaine County,NE,blaine county
31011,Boone County,NE,boone county
31013,Box Butte County,NE,box butte county
31015,Boyd County,NE,boyd county
31017,Brown County,NE,brown county
31019,Buffalo County,NE,buffalo county
31021,Burt County,NE,burt county
31023,Butler County,NE,butler county
31025,Cass County,NE,cass county
31027,Cedar County,NE,cedar county
31029,Chase County,NE,chase county
31031,Cherry County,NE,cherry county
31033,Cheyenne County,NE,cheyenne county
31035,Clay County,NE,clay county
31037,Colfax County,NE,colfax county
31039,Cuming County,NE,cuming county
31041,Custer County,NE,custer county
31043,Dakota County,NE,dakota county
31045,Dawes County,NE,dawes county
31047,Dawson County,NE,dawson county
31049,Deuel County,NE,deuel county
31051,Dixon County,NE,dixon county
31053,Dodge County,NE,dodge county
31055,Douglas County,NE,douglas county
31057,Dundy County,NE,dundy county
31059,Fillmore County,NE,fillmore county
31061,Franklin County,NE,franklin county
31063,Frontier County,NE,frontier county
31065,Furnas County,NE,furnas county
31067,Gage County,NE,gage county
31069,Garden County,NE,garden county
31071,Garfield County,NE,garfield county
31073,Gosper County,NE,gosper county
31075,Grant County,NE,grant county
31077,Greeley County,NE,greeley county
31079,Hall County,NE,hall county
31081,Hamilton County,NE,hamilton county
31083,Harlan County,NE,harlan county
31085,Hayes County,NE,hayes county
31087,Hitchcock County,NE,hitchcock county
31089,Holt County,NE,holt county
31091,Hooker County,NE,hooker county
31093,Howard County,NE,howard county
31095,Jefferson County,NE,jefferson county
31097,Johnson County,NE,johnson county
31099,Kearney County,NE,kearney county
31101,Keith County,NE,keith county
31103,Keya Paha County,NE,keya paha county
31105,Kimball County,NE,kimball county
31107,Knox County,NE,knox county
31109,Lancaster County,NE,lancaster county
31111,Lincoln County,NE,lincoln county
31113,Logan County,NE,logan county
31115,Loup County,NE,loup county
31117,McPherson County,NE,mcpherson county
31119,Madison County,NE,madison county
31121,Merrick County,NE,merrick county
31123,Morrill County,NE,morrill county
31125,Nance County,NE,nance county
31127,Nemaha County,NE,nemaha county
31129,Nuckolls County,NE,nuckolls county
31131,Otoe County,NE,otoe county
31133,Pawnee County,NE,pawnee county
31135,Perkins County,NE,perkins county
31137,Phelps County,NE,phelps county
31139,Pierce County,NE,pierce county
31141,Platte County,NE,platte county
31143,Polk County,NE,polk county
31145,Red Willow County,NE,red willow county
31147,Richardson County,NE,richardson county
31149,Rock County,NE,rock county
31151,Saline County,NE,saline county
31153,Sarpy County,NE,sarpy county
31155,Saunders County,NE,saunders county
31157,Scotts Bluff County,NE,scotts bluff county
31159,Seward County,NE,seward county
31161,Sheridan County,NE,sheridan county
31163,Sherman County,NE,sherman county
31165,Sioux County,NE,sioux county
31167,Stanton County,NE,stanton county
31169,Thayer County,NE,thayer county
31171,Thomas County,NE,thomas county
31173,Thurston County,NE,thurston county
31175,Valley County,NE,valley county
31177,Washington County,NE,washington county
31179,Wayne County,NE,wayne county
31181,Webster County,NE,webster county
31183,Wheeler County,NE,wheeler county
31185,York County,NE,york county
32000,NEVADA,,nevada
32001,Churchill County,NV,churchill county
32003,Clark County,NV,clark county
32005,Douglas County,NV,douglas county
32007,Elko County,NV,elko county
32009,Esmeralda County,NV,esmeralda county
32011,Eureka County,NV,eureka county
32013,Humboldt County,NV,humboldt county
32015,Lander County,NV,lander county
32017,Lincoln County,NV,lincoln county
32019,Lyon County,NV,lyon county
32021,Mineral County,NV,mineral county
32023,Nye County,NV,nye county
32027,Pershing County,NV,pershing county
32029,Storey County,NV,storey county
32031,Washoe County,NV,washoe county
32033,White Pine County,NV,white pine county
32510,Carson City,NV,carson city
33000,NEW HAMPSHIRE,,new hampshire
33001,Belknap County,NH,belknap county
33003,Carroll County,NH,carroll county
33005,Cheshire County,NH,cheshire county
33007,Coos County,NH,coos county
33009,Grafton County,NH,grafton county
33011,Hillsborough County,NH,hillsborough county
33013,Merrimack County,NH,merrimack county
33015,Rockingham County,NH,rockingham county
33017,Strafford County,NH,strafford county
33019,Sullivan County,NH,sullivan county
34000,NEW JERSEY,,new jersey
34001,Atlantic County,NJ,atlantic county
34003,Bergen County,NJ,bergen county
34005,Burlington County,NJ,burlington county
34007,Camden County,NJ,camden county
34009,Cape May County,NJ,cape may county
34011,Cumberland County,NJ,cumberland county
34013,Essex County,NJ,essex county
34015,Gloucester County,NJ,gloucester county
34017,Hudson County,NJ,hudson county
34019,Hunterdon County,NJ,hunterdon county
34021,Mercer County,NJ,mercer county
34023,Middlesex County,NJ,middlesex county
34025,Monmouth County,NJ,monmouth county
34027,Morris County,NJ,morris county
34029,Ocean County,NJ,ocean county
34031,Passaic County,NJ,passaic county
34033,Salem County,NJ,salem county
34035,Somerset County,NJ,somerset county
34037,Sussex County,NJ,sussex county
34039,Union County,NJ,union county
34041,Warren County,NJ,warren county
35000,NEW MEXICO,,new mexico
35001,Bernalillo County,NM,bernalillo county
35003,Catron County,NM,catron county
35005,Chaves County,NM,chaves county
35006,Cibola County,NM,cibola county
35007,Colfax County,NM,colfax county
35009,Curry County,NM,curry county
35011,De Baca County,NM,de baca county
35013,Dona Ana County,NM,dona ana county
35015,Eddy County,NM,eddy county
35017,Grant County,NM,grant county
35019,Guadalupe County,NM,guadalupe county
35021,Harding County,NM,harding county
35023,Hidalgo County,NM,hidalgo county
35025,Lea County,NM,lea county
35027,Lincoln County,NM,lincoln county
35028,Los Alamos County,NM,los alamos county
35029,Luna County,NM,luna county
35031,McKinley County,NM,mckinley county
35033,Mora County,NM,mora county
35035,Otero County,NM,otero county
35037,Quay County,NM,quay county
35039,Rio Arriba County,NM,rio arriba county
35041,Roosevelt County,NM,roosevelt county
35043,Sandoval County,NM,sandoval county
35045,San Juan County,NM,san juan county
35047,San Miguel County,NM,san miguel county
35049,Santa Fe County,NM,santa fe county
35051,Sierra County,NM,sierra county
35053,Socorro County,NM,socorro county
35055,Taos County,NM,taos county
35057,Torrance County,NM,torrance county
35059,Union County,NM,union county
35061,Valencia County,NM,valencia county
36000,NEW YORK,,new york
36001,Albany County,NY,albany county
36003,Allegany County,NY,allegany county
36005,Bronx County,NY,bronx county
36007,Broome County,NY,broome county
36009,Cattaraugus County,NY,cattaraugus county
36011,Cayuga County,NY,cayuga county
36013,Chautauqua County,NY,chautauqua county
36015,Chemung County,NY,chemung county
36017,Chenango County,NY,chenango county
36019,Clinton County,NY,clinton county
36021,Columbia County,NY,columbia county
36023,Cortland County,NY,cortland county
36025,Delaware County,NY,delaware county
36027,Dutchess County,NY,dutchess county
36029,Erie County,NY,erie county
36031,Essex County,NY,essex county
36033,Franklin County,NY,franklin county
36035,Fulton County,NY,fulton county
36037,Genesee County,NY,genesee county
36039,Greene County,NY,greene county
36041,Hamilton County,NY,hamilton county
36043,Herkimer County,NY,herkimer county
36045,Jefferson County,NY,jefferson county
36047,Kings County,NY,kings county
36049,Lewis County,NY,lewis county
36051,Livingston County,NY,livingston county
36053,Madison County,NY,madison county
36055,Monroe County,NY,monroe county
36057,Montgomery County,NY,montgomery county
36059,Nassau County,NY,nassau county
36061,New York County,NY,new york county
36063,Niagara County,NY,niagara county
36065,Oneida County,NY,oneida county
36067,Onondaga County,NY,onondaga county
36069,Ontario County,NY,ontario county
36071,Orange County,NY,orange county
36073,Orleans County,NY,orleans county
36075,Oswego County,NY,oswego county
36077,Otsego County,NY,otsego county
36079,Putnam County,NY,putnam county
36081,Queens County,NY,queens county
36083,Rensselaer County,NY,rensselaer county
36085,Richmond County,NY,richmond county
36087,Rockland County,NY,rockland county
36089,St. Lawrence County,NY,st. lawrence county
36091,Saratoga County,NY,saratoga county
36093,Schenectady County,NY,schenectady county
36095,Schoharie County,NY,schoharie county
36097,Schuyler County,NY,schuyler county
36099,Seneca County,NY,seneca county
36101,Steuben County,NY,steuben county
36103,Suffolk County,NY,suffolk county
36105,Sullivan County,NY,sullivan county
36107,Tioga County,NY,tioga county
36109,Tompkins County,NY,tompkins county
36111,Ulster County,NY,ulster county
36113,Warren County,NY,warren county
36115,Washington County,NY,washington county
36117,Wayne County,NY,wayne county
36119,Westchester County,NY,westchester county
36121,Wyoming County,NY,wyoming county
36123,Yates County,NY,yates county
37000,NORTH CAROLINA,,north carolina
37001,Alamance County,NC,alamance county
37003,Alexander County,NC,alexander county
37005,Alleghany County,NC,alleghany county
37007,Anson County,NC,anson county
37009,Ashe County,NC,ashe county
37011,Avery County,NC,avery county
37013,Beaufort County,NC,beaufort county
37015,Bertie County,NC,bertie county
37017,Bladen County,NC,bladen county
37019,Brunswick County,NC,brunswick county
37021,Buncombe County,NC,buncombe county
37023,Burke County,NC,burke county
37025,Cabarrus County,NC,cabarrus county
37027,Caldwell County,NC,caldwell county
37029,Camden County,NC,camden county
37031,Carteret County,NC,carteret county
37033,Caswell County,NC,caswell county
37035,Catawba County,NC,catawba county
37037,Chatham County,NC,chatham county
37039,Cherokee County,NC,cherokee county
37041,Chowan County,NC,chowan county
37043,Clay County,NC,clay county
37045,Cleveland County,NC,cleveland county
37047,Columbus County,NC,columbus county
37049,Craven County,NC,craven county
37051,Cumberland County,NC,cumberland county
37053,Currituck County,NC,currituck county
37055,Dare County,NC,dare county
37057,Davidson County,NC,davidson county
37059,Davie County,NC,davie county
37061,Duplin County,NC,duplin county
37063,Durham County,NC,durham county
37065,Edgecombe County,NC,edgecombe county
37067,Forsyth County,NC,forsyth county
37069,Franklin County,NC,franklin county
37071,Gaston County,NC,gaston county
37073,Gates County,NC,gates county
37075,Graham County,NC,graham county
37077,Granville County,NC,granville county
37079,Greene County,NC,greene county
37081,Guilford County,NC,guilford county
37083,Halifax County,NC,halifax county
37085,Harnett County,NC,harnett county
37087,Haywood County,NC,haywood county
37089,Henderson County,NC,henderson county
37091,Hertford County,NC,hertford county
37093,Hoke County,NC,hoke county
37095,Hyde County,NC,hyde county
37097,Iredell County,NC,iredell county
37099,Jackson County,NC,jackson county
37101,Johnston County,NC,johnston county
37103,Jones County,NC,jones county
37105,Lee County,NC,lee county
37107,Lenoir County,NC,lenoir county
37109,Lincoln County,NC,lincoln county
37111,McDowell County,NC,mcdowell county
37113,Macon County,NC,macon county
37115,Madison County,NC,madison county
37117,Martin County,NC,martin county
37119,Mecklenburg County,NC,mecklenburg county
37121,Mitchell County,NC,mitchell county
37123,Montgomery County,NC,montgomery county
37125,Moore County,NC,moore county
37127,Nash County,NC,nash county
37129,New Hanover County,NC,new hanover county
37131,Northampton County,NC,northampton county
37133,Onslow County,NC,onslow county
37135,Orange County,NC,orange county
37137,Pamlico County,NC,pamlico county
37139,Pasquotank County,NC,pasquotank county
37141,Pender County,NC,pender county
37143,Perquimans County,NC,perquimans county
37145,Person County,NC,person county
37147,Pitt County,NC,pitt county
37149,Polk County,NC,polk county
37151,Randolph County,NC,randolph county
37153,Richmond County,NC,richmond county
37155,Robeson County,NC,robeson county
37157,Rockingham County,NC,rockingham county
37159,Rowan County,NC,rowan county
37161,Rutherford County,NC,rutherford county
37163,Sampson County,NC,sampson county
37165,Scotland County,NC,scotland county
37167,Stanly County,NC,stanly county
37169,Stokes County,NC,stokes county
37171,Surry County,NC,surry county
37173,Swain County,NC,swain county
37175,Transylvania County,NC,transylvania county
37177,Tyrrell County,NC,tyrrell county
37179,Union County,NC,union county
37181,Vance County,NC,vance county
37183,Wake County,NC,wake county
37185,Warren County,NC,warren county
37187,Washington County,NC,washington county
37189,Watauga County,NC,watauga county
37191,Wayne County,NC,wayne county
37193,Wilkes County,NC,wilkes county
37195,Wilson County,NC,wilson county
37197,Yadkin County,NC,yadkin county
37199,Yancey County,NC,yancey county
38000,NORTH DAKOTA,,north dakota
38001,Adams County,ND,adams county
38003,Barnes County,ND,barnes county
38005,Benson County,ND,benson county
38007,Billings County,ND,billings county
38009,Bottineau County,ND,bottineau county
38011,Bowman County,ND,bowman county
38013,Burke County,ND,burke county
38015,Burleigh County,ND,burleigh county
38017,Cass County,ND,cass county
38019,Cavalier County,ND,cavalier county
38021,Dickey County,ND,dickey county
38023,Divide County,ND,divide county
38025,Dunn County,ND,dunn county
38027,Eddy County,ND,eddy county
38029,Emmons County,ND,emmons county
38031,Foster County,ND,foster county
38033,Golden Valley County,ND,golden valley county
38035,Grand Forks County,ND,grand forks county
38037,Grant County,ND,grant county
38039,Griggs County,ND,griggs county
38041,Hettinger County,ND,hettinger county
38043,Kidder County,ND,kidder county
38045,LaMoure County,ND,lamoure county
38047,Logan County,ND,logan county
38049,McHenry County,ND,mchenry county
38051,McIntosh County,ND,mcintosh county
38053,McKenzie County,ND,mckenzie county
38055,McLean County,ND,mclean county
38057,Mercer County,ND,mercer county
38059,Morton County,ND,morton county
38061,Mountrail County,ND,mountrail county
38063,Nelson County,ND,nelson county
38065,Oliver County,ND,oliver county
38067,Pembina County,ND,pembina county
38069,Pierce County,ND,pierce county
38071,Ramsey County,ND,ramsey county
38073,Ransom County,ND,ransom county
38075,Renville County,ND,renville county
38077,Richland County,ND,richland county
38079,Rolette County,ND,rolette county
38081,Sargent County,ND,sargent county
38083,Sheridan County,ND,sheridan county
38085,Sioux County,ND,sioux county
38087,Slope County,ND,slope county
38089,Stark County,ND,stark county
38091,Steele County,ND,steele county
38093,Stutsman County,ND,stutsman county
38095,Towner County,ND,towner county
38097,Traill County,ND,traill county
38099,Walsh County,ND,walsh county
38101,Ward County,ND,ward county
38103,Wells County,ND,wells county
38105,Williams County,ND,williams county
39000,OHIO,,ohio
39001,Adams County,OH,adams county
39003,Allen County,OH,allen county
39005,Ashland County,OH,ashland county
39007,Ashtabula County,OH,ashtabula county
39009,Athens County,OH,athens county
39011,Auglaize County,OH,auglaize county
39013,Belmont County,OH,belmont county
39015,Brown County,OH,brown county
39017,Butler County,OH,butler county
39019,Carroll County,OH,carroll county
39021,Champaign County,OH,champaign county
39023,Clark County,OH,clark county
39025,Clermont County,OH,clermont county
39027,Clinton County,OH,clinton county
39029,Columbiana County,OH,columbiana county
39031,Coshocton County,OH,coshocton county
39033,Crawford County,OH,crawford county
39035,Cuyahoga County,OH,cuyahoga county
39037,Darke County,OH,darke county
39039,Defiance County,OH,defiance county
39041,Delaware County,OH,delaware county
39043,Erie County,OH,erie county
39045,Fairfield County,OH,fairfield county
39047,Fayette County,OH,fayette county
39049,Franklin County,OH,franklin county
39051,Fulton County,OH,fulton county
39053,Gallia County,OH,gallia county
39055,Geauga County,OH,geauga county
39057,Greene County,OH,greene county
39059,Guernsey County,OH,guernsey county
39061,Hamilton County,OH,hamilton county
39063,Hancock County,OH,hancock county
39065,Hardin County,OH,hardin county
39067,Harrison County,OH,harrison county
39069,Henry County,OH,henry county
39071,Highland County,OH,highland county
39073,Hocking County,OH,hocking county
39075,Holmes County,OH,holmes county
39077,Huron County,OH,huron county
39079,Jackson County,OH,jackson county
39081,Jefferson County,OH,jefferson county
39083,Knox County,OH,knox county
39085,Lake County,OH,lake county
39087,Lawrence County,OH,lawrence county
39089,Licking County,OH,licking county
39091,Logan County,OH,logan county
39093,Lorain County,OH,lorain county
39095,Lucas County,OH,lucas county
39097,Madison County,OH,madison county
39099,Mahoning County,OH,mahoning county
39101,Marion County,OH,marion county
39103,Medina County,OH,medina county
39105,Meigs County,OH,meigs county
39107,Mercer County,OH,mercer county
39109,Miami County,OH,miami county
39111,Monroe County,OH,monroe county
39113,Montgomery County,OH,montgomery county
39115,Morgan County,OH,morgan county
39117,Morrow County,OH,morrow county
39119,Muskingum County,OH,muskingum county
39121,Noble County,OH,noble county
39123,Ottawa County,OH,ottawa county
39125,Paulding County,OH,paulding county
39127,Perry County,OH,perry county
39129,Pickaway County,OH,pickaway county
39131,Pike County,OH,pike county
39133,Portage County,OH,portage county
39135,Preble County,OH,preble county
39137,Putnam County,OH,putnam county
39139,Richland County,OH,richland county
39141,Ross County,OH,ross county
39143,Sandusky County,OH,sandusky county
39145,Scioto County,OH,scioto county
39147,Seneca County,OH,seneca county
39149,Shelby County,OH,shelby county
39151,Stark County,OH,stark county
39153,Summit County,OH,summit county
39155,Trumbull County,OH,trumbull county
39157,Tuscarawas County,OH,tuscarawas county
39159,Union County,OH,union county
39161,Van Wert County,OH,van wert county
39163,Vinton County,OH,vinton county
39165,Warren County,OH,warren county
39167,Washington County,OH,washington county
39169,Wayne County,OH,wayne county
39171,Williams County,OH,williams county
39173,Wood County,OH,wood county
39175,Wyandot County,OH,wyandot county
40000,OKLAHOMA,,oklahoma
40001,Adair County,OK,adair county
40003,Alfalfa County,OK,alfalfa county
40005,Atoka County,OK,atoka county
40007,Beaver County,OK,beaver county
40009,Beckham County,OK,beckham county
40011,Blaine County,OK,blaine county
40013,Bryan County,OK,bryan county
40015,Caddo County,OK,caddo county
40017,Canadian County,OK,canadian county
40019,Carter County,OK,carter county
40021,Cherokee County,OK,cherokee county
40023,Choctaw County,OK,choctaw county
40025,Cimarron County,OK,cimarron county
40027,Cleveland County,OK,cleveland county
40029,Coal County,OK,coal county
40031,Comanche County,OK,comanche county
40033,Cotton County,OK,cotton county
40035,Craig County,OK,craig county
40037,Creek County,OK,creek county
40039,Custer County,OK,custer county
40041,Delaware County,OK,delaware county
40043,Dewey County,OK,dewey county
40045,Ellis County,OK,ellis county
40047,Garfield County,OK,garfield county
40049,Garvin County,OK,garvin county
40051,Grady County,OK,grady county
40053,Grant County,OK,grant county
40055,Greer County,OK,greer county
40057,Harmon County,OK,harmon county
40059,Harper County,OK,harper county
40061,Haskell County,OK,haskell county
40063,Hughes County,OK,hughes county
40065,Jackson County,OK,jackson county
40067,Jefferson County,OK,jefferson county
40069,Johnston County,OK,johnston county
40071,Kay County,OK,kay county
40073,Kingfisher County,OK,kingfisher county
40075,Kiowa County,OK,kiowa county
40077,Latimer County,OK,latimer county
40079,Le Flore County,OK,le flore county
40081,Lincoln County,OK,lincoln county
40083,Logan County,OK,logan county
40085,Love County,OK,love county
40087,McClain County,OK,mcclain county
40089,McCurtain County,OK,mccurtain county
40091,McIntosh County,OK,mcintosh county
40093,Major County,OK,major county
40095,Marshall County,OK,marshall county
40097,Mayes County,OK,mayes county
40099,Murray County,OK,murray county
40101,Muskogee County,OK,muskogee county
40103,Noble County,OK,noble county
40105,Nowata County,OK,nowata county
40107,Okfuskee County,OK,okfuskee county
40109,Oklahoma County,OK,oklahoma county
40111,Okmulgee County,OK,okmulgee county
40113,Osage County,OK,osage county
40115,Ottawa County,OK,ottawa county
40117,Pawnee County,OK,pawnee county
40119,Payne County,OK,payne county
40121,Pittsburg County,OK,pittsburg county
40123,Pontotoc County,OK,pontotoc county
40125,Pottawatomie County,OK,pottawatomie county
40127,Pushmataha County,OK,pushmataha county
40129,Roger Mills County,OK,roger mills county
40131,Rogers County,OK,rogers county
40133,Seminole County,OK,seminole county
40135,Sequoyah County,OK,sequoyah county
40137,Stephens County,OK,stephens county
40139,Texas County,OK,texas county
40141,Tillman County,OK,tillman county
40143,Tulsa County,OK,tulsa county
40145,Wagoner County,OK,wagoner county
40147,Washington County,OK,washington county
40149,Washita County,OK,washita county
40151,Woods County,OK,woods county
40153,Woodward County,OK,woodward county
41000,OREGON,,oregon
41001,Baker County,OR,baker county
41003,Benton County,OR,benton county
41005,Clackamas County,OR,clackamas county
41007,Clatsop County,OR,clatsop county
41009,Columbia County,OR,columbia county
41011,Coos County,OR,coos county
41013,Crook County,OR,crook county
41015,Curry County,OR,curry county
41017,Deschutes County,OR,deschutes county
41019,Douglas County,OR,douglas county
41021,Gilliam County,OR,gilliam county
41023,Grant County,OR,grant county
41025,Harney County,OR,harney county
41027,Hood River County,OR,hood river county
41029,Jackson County,OR,jackson county
41031,Jefferson County,OR,jefferson county
41033,Josephine County,OR,josephine county
41035,Klamath County,OR,klamath county
41037,Lake County,OR,lake county
41039,Lane County,OR,lane county
41041,Lincoln County,OR,lincoln county
41043,Linn County,OR,linn county
41045,Malheur County,OR,malheur county
41047,Marion County,OR,marion county
41049,Morrow County,OR,morrow county
41051,Multnomah County,OR,multnomah county
41053,Polk County,OR,polk county
41055,Sherman County,OR,sherman county
41057,Tillamook County,OR,tillamook county
41059,Umatilla County,OR,umatilla county
41061,Union County,OR,union county
41063,Wallowa County,OR,wallowa county
41065,Wasco County,OR,wasco county
41067,Washington County,OR,washington county
41069,Wheeler County,OR,wheeler county
41071,Yamhill County,OR,yamhill county
42000,PENNSYLVANIA,,pennsylvania
42001,Adams County,PA,adams county
42003,Allegheny County,PA,allegheny county
42005,Armstrong County,PA,armstrong county
42007,Beaver County,PA,beaver county
42009,Bedford County,PA,bedford county
42011,Berks County,PA,berks county
42013,Blair County,PA,blair county
42015,Bradford County,PA,bradford county
42017,Bucks County,PA,bucks county
42019,Butler County,PA,butler county
42021,Cambria County,PA,cambria county
42023,Cameron County,PA,cameron county
42025,Carbon County,PA,carbon county
42027,Centre County,PA,centre county
42029,Chester County,PA,chester county
42031,Clarion County,PA,clarion county
42033,Clearfield County,PA,clearfield county
42035,Clinton County,PA,clinton county
42037,Columbia County,PA,columbia county
42039,Crawford County,PA,crawford county
42041,Cumberland County,PA,cumberland county
42043,Dauphin County,PA,dauphin county
42045,Delaware County,PA,delaware county
42047,Elk County,PA,elk county
42049,Erie County,PA,erie county
42051,Fayette County,PA,fayette county
42053,Forest County,PA,forest county
42055,Franklin County,PA,franklin county
42057,Fulton County,PA,fulton county
42059,Greene County,PA,greene county
42061,Huntingdon County,PA,huntingdon county
42063,Indiana County,PA,indiana county
42065,Jefferson County,PA,jefferson county
42067,Juniata County,PA,juniata county
42069,Lackawanna County,PA,lackawanna county
42071,Lancaster County,PA,lancaster county
42073,Lawrence County,PA,lawrence county
42075,Lebanon County,PA,lebanon county
42077,Lehigh County,PA,lehigh county
42079,Luzerne County,PA,luzerne county
42081,Lycoming County,PA,lycoming county
42083,McKean County,PA,mckean county
42085,Mercer County,PA,mercer county
42087,Mifflin County,PA,mifflin county
42089,Monroe County,PA,monroe county
42091,Montgomery County,PA,montgomery county
42093,Montour County,PA,montour county
42095,Northampton County,PA,northampton county
42097,Northumberland County,PA,northumberland county
42099,Perry County,PA,perry county
42101,Philadelphia County,PA,philadelphia county
42103,Pike County,PA,pike county
42105,Potter County,PA,potter county
42107,Schuylkill County,PA,schuylkill county
42109,Snyder County,PA,snyder county
42111,Somerset County,PA,somerset county
42113,Sullivan County,PA,sullivan county
42115,Susquehanna County,PA,susquehanna county
42117,Tioga County,PA,tioga county
42119,Union County,PA,union county
42121,Venango County,PA,venango county
42123,Warren County,PA,warren county
42125,Washington County,PA,washington county
42127,Wayne County,PA,wayne county
42129,Westmoreland County,PA,westmoreland county
42131,Wyoming County,PA,wyoming county
42133,York County,PA,york county
44000,RHODE ISLAND,,rhode island
44001,Bristol County,RI,bristol county
44003,Kent County,RI,kent county
44005,Newport County,RI,newport county
44007,Providence County,RI,providence county
44009,Washington County,RI,washington county
45000,SOUTH CAROLINA,,south carolina
45001,Abbeville County,SC,abbeville county
45003,Aiken County,SC,aiken county
45005,Allendale County,SC,allendale county
45007,Anderson County,SC,anderson county
45009,Bamberg County,SC,bamberg county
45011,Barnwell County,SC,barnwell county
45013,Beaufort County,SC,beaufort county
45015,Berkeley County,SC,berkeley county
45017,Calhoun County,SC,calhoun county
45019,Charleston County,SC,charleston county
45021,Cherokee County,SC,cherokee county
45023,Chester County,SC,chester county
45025,Chesterfield County,SC,chesterfield county
45027,Clarendon County,SC,clarendon county
45029,Colleton County,SC,colleton county
45031,Darlington County,SC,darlington county
45033,Dillon County,SC,dillon county
45035,Dorchester County,SC,dorchester county
45037,Edgefield County,SC,edgefield county
45039,Fairfield County,SC,fairfield county
45041,Florence County,SC,florence county
45043,Georgetown County,SC,georgetown county
45045,Greenville County,SC,greenville county
45047,Greenwood County,SC,greenwood county
45049,Hampton County,SC,hampton county
45051,Horry County,SC,horry county
45053,Jasper County,SC,jasper county
45055,Kershaw County,SC,kershaw county
45057,Lancaster County,SC,lancaster county
45059,Laurens County,SC,laurens county
45061,Lee County,SC,lee county
45063,Lexington County,SC,lexington county
45065,McCormick County,SC,mccormick county
45067,Marion County,SC,marion county
45069,Marlboro County,SC,marlboro county
45071,Newberry County,SC,newberry county
45073,Oconee County,SC,oconee county
45075,Orangeburg County,SC,orangeburg county
45077,Pickens County,SC,pickens county
45079,Richland County,SC,richland county
45081,Saluda County,SC,saluda county
45083,Spartanburg County,SC,spartanburg county
45085,Sumter County,SC,sumter county
45087,Union County,SC,union county
45089,Williamsburg County,SC,williamsburg county
45091,York County,SC,york county
46000,SOUTH DAKOTA,,south dakota
46003,Aurora County,SD,aurora county
46005,Beadle County,SD,beadle county
46007,Bennett County,SD,bennett county
46009,Bon Homme County,SD,bon homme county
46011,Brookings County,SD,brookings county
46013,Brown County,SD,brown county
46015,Brule County,SD,brule county
46017,Buffalo County,SD,buffalo county
46019,Butte County,SD,butte county
46021,Campbell County,SD,campbell county
46023,Charles Mix County,SD,charles mix county
46025,Clark County,SD,clark county
46027,Clay County,SD,clay county
46029,Codington County,SD,codington county
